word,meaning,difficulty,video_path
깜깜하다,빛이 없어 아주 어둡다,2,NIA_SL_WORD0699_SYN02_F.mp4
애국자,나라를 사랑하는 사람,3,NIA_SL_WORD0701_SYN02_F.mp4
안쓰럽다,불쌍하고 측은하다,2,NIA_SL_WORD0702_SYN02_F.mp4
애착,깊이 사랑하여 떨어지지 않으려는 마음,3,NIA_SL_WORD0703_SYN02_F.mp4
야구부,야구 팀이나 동아리,2,NIA_SL_WORD0705_SYN02_F.mp4
건달,일정한 직업 없이 돌아다니는 사람,3,NIA_SL_WORD0706_SYN02_F.mp4
약학,약을 연구하는 학문,3,NIA_SL_WORD0707_SYN02_F.mp4
얌전하다,행동이 조용하고 단정하다,2,NIA_SL_WORD0708_SYN02_F.mp4
양계,닭을 키우는 일,3,NIA_SL_WORD0709_SYN02_F.mp4
일임,일을 남에게 맡기는 것,3,NIA_SL_WORD0710_SYN02_F.mp4
경로당,노인들이 모이는 장소,2,NIA_SL_WORD0711_SYN02_F.mp4
양서,좋은 책 또는 양서류,3,NIA_SL_WORD0712_SYN02_F.mp4
온순하다,성격이 순하고 부드럽다,2,NIA_SL_WORD0713_SYN02_F.mp4
형식,일정한 방식이나 틀,2,NIA_SL_WORD0714_SYN02_F.mp4
양젖,양에서 짠 젖,3,NIA_SL_WORD0716_SYN02_F.mp4
언약,굳게 약속하는 것,3,NIA_SL_WORD0717_SYN02_F.mp4
깎다,칼이나 도구로 표면을 얇게 자르다,1,NIA_SL_WORD0719_SYN02_F.mp4
여공,공장에서 일하는 여성 노동자,3,NIA_SL_WORD0720_SYN02_F.mp4
여군,여성 군인,2,NIA_SL_WORD0721_SYN02_F.mp4
여대생,여자 대학생,2,NIA_SL_WORD0722_SYN02_F.mp4
여성복,여성이 입는 옷,2,NIA_SL_WORD0723_SYN02_F.mp4
여성학과,여성학을 연구하는 학과,3,NIA_SL_WORD0724_SYN02_F.mp4
여경,여성 경찰관,2,NIA_SL_WORD0725_SYN02_F.mp4
여탕,여성 전용 목욕탕,2,NIA_SL_WORD0726_SYN02_F.mp4
연애편지,사랑하는 사람에게 쓰는 편지,2,NIA_SL_WORD0727_SYN02_F.mp4
연초,한 해의 초반,3,NIA_SL_WORD0728_SYN02_F.mp4
연패,계속하여 지는 것,3,NIA_SL_WORD0729_SYN02_F.mp4
연합,여러 단체가 합쳐지는 것,3,NIA_SL_WORD0730_SYN02_F.mp4
연하다,빛깔이나 맛이 옅다,2,NIA_SL_WORD0731_SYN02_F.mp4
영문법,영어의 문법,3,NIA_SL_WORD0732_SYN02_F.mp4
독보적,비교할 수 없을 만큼 뛰어난 것,3,NIA_SL_WORD0733_SYN02_F.mp4
일반직,일반적인 직종,3,NIA_SL_WORD0734_SYN02_F.mp4
예정,미리 계획하거나 정해 놓은 것,2,NIA_SL_WORD0735_SYN02_F.mp4
오리알,오리가 낳은 알,2,NIA_SL_WORD0736_SYN02_F.mp4
오산,잘못된 계산이나 판단,3,NIA_SL_WORD0737_SYN02_F.mp4
순종,명령에 따르는 것,3,NIA_SL_WORD0739_SYN02_F.mp4
황소고집,[동음이의어] 매우 고집이 세고 완강한 것,3,NIA_SL_WORD0740_SYN02_F.mp4
완납,전액을 완전히 납부하는 것,3,NIA_SL_WORD0741_SYN02_F.mp4
완패,완전히 지는 것,3,NIA_SL_WORD0743_SYN02_F.mp4
왕족,왕가의 일원,2,NIA_SL_WORD0744_SYN02_F.mp4
의문,의심스럽고 궁금한 것,2,NIA_SL_WORD0746_SYN02_F.mp4
외상값,외상으로 산 물건의 값,3,NIA_SL_WORD0747_SYN02_F.mp4
요강,실내에서 소변을 담는 용기,3,NIA_SL_WORD0750_SYN02_F.mp4
주요점,핵심적인 내용,3,NIA_SL_WORD0751_SYN02_F.mp4
사용처,사용하는 곳이나 목적,3,NIA_SL_WORD0752_SYN02_F.mp4
용사,용감한 군인이나 사람,2,NIA_SL_WORD0753_SYN02_F.mp4
큰소리,크게 내는 소리 또는 큰소리치는 것,1,NIA_SL_WORD0754_SYN02_F.mp4
우물,땅을 파서 물을 얻는 시설,2,NIA_SL_WORD0755_SYN02_F.mp4
우승,경쟁에서 이겨 일등이 되는 것,2,NIA_SL_WORD0756_SYN02_F.mp4
우승자,경쟁에서 이긴 사람,2,NIA_SL_WORD0757_SYN02_F.mp4
위임,권한을 다른 사람에게 맡기는 것,3,NIA_SL_WORD0761_SYN02_F.mp4
유대인,유대교를 믿는 민족,3,NIA_SL_WORD0762_SYN02_F.mp4
유전,부모의 형질이 자녀에게 전해지는 것,3,NIA_SL_WORD0763_SYN02_F.mp4
유조선,석유를 운반하는 배,3,NIA_SL_WORD0764_SYN02_F.mp4
은신처,몸을 숨기는 장소,3,NIA_SL_WORD0765_SYN02_F.mp4
응접실,손님을 맞이하는 방,3,NIA_SL_WORD0766_SYN02_F.mp4
정의,올바른 도리나 의미,3,NIA_SL_WORD0767_SYN02_F.mp4
지도,[동음이의어] 지형을 그림으로 나타낸 것 또는 가르치고 이끄는 것,2,NIA_SL_WORD0768_SYN02_F.mp4
회의록,회의 내용을 기록한 문서,3,NIA_SL_WORD0769_SYN02_F.mp4
이의,다른 의견이나 반대 의사,3,NIA_SL_WORD0770_SYN02_F.mp4
익명,이름을 밝히지 않는 것,3,NIA_SL_WORD0771_SYN02_F.mp4
익사,물에 빠져 죽는 것,3,NIA_SL_WORD0772_SYN02_F.mp4
인력,사람의 노동력,3,NIA_SL_WORD0773_SYN02_F.mp4
농부,농사를 짓는 사람,2,NIA_SL_WORD0774_SYN02_F.mp4
인사법,인사하는 방법,2,NIA_SL_WORD0775_SYN02_F.mp4
인자,인정이 많고 자비로운 것,3,NIA_SL_WORD0776_SYN02_F.mp4
인증,사실임을 증명하는 것,3,NIA_SL_WORD0777_SYN02_F.mp4
인질,협박을 위해 잡아 두는 사람,3,NIA_SL_WORD0778_SYN02_F.mp4
자막,영상에 표시되는 글자,2,NIA_SL_WORD0781_SYN02_F.mp4
자살자,스스로 목숨을 끊은 사람,3,NIA_SL_WORD0782_SYN02_F.mp4
경과실,부주의로 인한 가벼운 잘못,3,NIA_SL_WORD0784_SYN02_F.mp4
작명,이름을 짓는 것,3,NIA_SL_WORD0785_SYN02_F.mp4
작업복,일할 때 입는 옷,2,NIA_SL_WORD0786_SYN02_F.mp4
장단점,좋은 점과 나쁜 점,3,NIA_SL_WORD0787_SYN02_F.mp4
옷장,옷을 넣어 두는 가구,2,NIA_SL_WORD0789_SYN02_F.mp4
장애인연금,장애인에게 주는 연금,3,NIA_SL_WORD0790_SYN02_F.mp4
장애아동수당,장애 아동에게 주는 수당,3,NIA_SL_WORD0791_SYN02_F.mp4
장애유형,장애의 종류,3,NIA_SL_WORD0792_SYN02_F.mp4
장애인기능경기대회,장애인의 직업 기능을 겨루는 대회,3,NIA_SL_WORD0793_SYN02_F.mp4
장애인등에대한특수교육법,장애인 교육에 관한 법률,3,NIA_SL_WORD0794_SYN02_F.mp4
장애인복지관,장애인을 위한 복지 시설,2,NIA_SL_WORD0795_SYN02_F.mp4
장점,좋은 점,2,NIA_SL_WORD0796_SYN02_F.mp4
장학,학업을 장려하거나 지원하는 것,3,NIA_SL_WORD0797_SYN02_F.mp4
재고,다시 생각하거나 남은 물건,3,NIA_SL_WORD0798_SYN02_F.mp4
목재,나무로 된 재료,3,NIA_SL_WORD0799_SYN02_F.mp4
복습,[동음이의어] 배운 것을 다시 공부하는 것,2,NIA_SL_WORD0801_SYN02_F.mp4
재청,다시 요청하는 것,3,NIA_SL_WORD0802_SYN02_F.mp4
무식,지식이나 학문이 없는 것,2,NIA_SL_WORD0803_SYN02_F.mp4
저명인사,유명하고 이름이 알려진 사람,3,NIA_SL_WORD0804_SYN02_F.mp4
전기기술자,전기를 다루는 기술자,2,NIA_SL_WORD0805_SYN02_F.mp4
전기세,전기 사용에 내는 요금,2,NIA_SL_WORD0806_SYN02_F.mp4
전쟁터,전쟁이 벌어지는 장소,2,NIA_SL_WORD0807_SYN02_F.mp4
전화번호,전화를 걸기 위한 번호,1,NIA_SL_WORD0808_SYN02_F.mp4
절수,물을 아껴 쓰는 것,3,NIA_SL_WORD0809_SYN02_F.mp4
틀림없다,확실하고 의심할 여지가 없다,1,NIA_SL_WORD0810_SYN02_F.mp4
공식,일정한 규칙이나 수학적 표현,2,NIA_SL_WORD0811_SYN02_F.mp4
정신장애,정신적 기능에 장애가 있는 상태,2,NIA_SL_WORD0812_SYN02_F.mp4
단전,전기 공급이 끊기는 것,3,NIA_SL_WORD0813_SYN02_F.mp4
월초,월의 초반,3,NIA_SL_WORD0814_SYN02_F.mp4
우유,소에서 짠 흰색 음료,1,NIA_SL_WORD0815_SYN02_F.mp4
조간신문,아침에 발행하는 신문,3,NIA_SL_WORD0817_SYN02_F.mp4
조회,정보를 찾아보는 것,3,NIA_SL_WORD0818_SYN02_F.mp4
졸업장,학교 과정을 마쳤음을 증명하는 문서,2,NIA_SL_WORD0819_SYN02_F.mp4
종소리,종이 울리는 소리,2,NIA_SL_WORD0820_SYN02_F.mp4
종점,노선의 마지막 정류장,2,NIA_SL_WORD0821_SYN02_F.mp4
주관,자기 나름의 견해나 생각,3,NIA_SL_WORD0822_SYN02_F.mp4
주방장,주방을 이끄는 요리사,2,NIA_SL_WORD0823_SYN02_F.mp4
사고방식,생각하는 방법이나 방식,3,NIA_SL_WORD0824_SYN02_F.mp4
알코올중독,알코올에 의존하는 상태,3,NIA_SL_WORD0825_SYN02_F.mp4
중매,결혼을 중간에서 연결해주는 것,3,NIA_SL_WORD0827_SYN02_F.mp4
재임,직책에 다시 임명되거나 머무는 것,3,NIA_SL_WORD0828_SYN02_F.mp4
쥐덫,쥐를 잡는 덫,3,NIA_SL_WORD0829_SYN02_F.mp4
확인서,사실을 확인하는 문서,3,NIA_SL_WORD0830_SYN02_F.mp4
증원,인원을 늘리는 것,3,NIA_SL_WORD0831_SYN02_F.mp4
증인,사실을 증언하는 사람,3,NIA_SL_WORD0832_SYN02_F.mp4
지급일,돈을 지급하는 날,3,NIA_SL_WORD0833_SYN02_F.mp4
총괄자,전체를 총괄하는 사람,3,NIA_SL_WORD0834_SYN02_F.mp4
직책,직무상의 책임과 역할,3,NIA_SL_WORD0836_SYN02_F.mp4
진상,사건의 실제 내용,3,NIA_SL_WORD0837_SYN02_F.mp4
진실,거짓 없이 참된 것,2,NIA_SL_WORD0838_SYN02_F.mp4
백석,흰 돌,3,NIA_SL_WORD0841_SYN02_F.mp4
차멀미,차를 타면 속이 울렁이는 증상,2,NIA_SL_WORD0842_SYN02_F.mp4
복잡하다,여러 가지가 얽혀 간단하지 않다,2,NIA_SL_WORD0843_SYN02_F.mp4
참가자,어떤 일에 참여한 사람,2,NIA_SL_WORD0844_SYN02_F.mp4
참관,직접 보거나 구경하는 것,3,NIA_SL_WORD0845_SYN02_F.mp4
차도,차가 다니는 도로,2,NIA_SL_WORD0846_SYN02_F.mp4
쓸쓸하다,외롭고 허전하다,2,NIA_SL_WORD0847_SYN02_F.mp4
천리,아주 먼 거리,3,NIA_SL_WORD0848_SYN02_F.mp4
천벌,하늘이 내리는 벌,3,NIA_SL_WORD0849_SYN02_F.mp4
천연색,자연 그대로의 색깔,3,NIA_SL_WORD0850_SYN02_F.mp4
철교,철로 만든 다리,3,NIA_SL_WORD0851_SYN02_F.mp4
철근,건축에 사용하는 철로 된 막대,3,NIA_SL_WORD0852_SYN02_F.mp4
철면피,부끄러움을 모르는 뻔뻔한 사람,3,NIA_SL_WORD0853_SYN02_F.mp4
철모,군인이 쓰는 금속 모자,3,NIA_SL_WORD0854_SYN02_F.mp4
철문,철로 만든 문,3,NIA_SL_WORD0855_SYN02_F.mp4
철판,철로 된 판,3,NIA_SL_WORD0856_SYN02_F.mp4
앞서가다,남보다 먼저 나아가다,2,NIA_SL_WORD0857_SYN02_F.mp4
제안,어떤 의견이나 방안을 내놓는 것,2,NIA_SL_WORD0858_SYN02_F.mp4
청소당번,청소를 맡은 차례,2,NIA_SL_WORD0859_SYN02_F.mp4
청원,소원이나 요구를 적어 제출하는 것,3,NIA_SL_WORD0860_SYN02_F.mp4
청진기,의사가 심장이나 폐 소리를 듣는 기구,3,NIA_SL_WORD0861_SYN02_F.mp4
체납,세금이나 요금을 내지 않은 것,3,NIA_SL_WORD0862_SYN02_F.mp4
체취,몸에서 나는 냄새,3,NIA_SL_WORD0863_SYN02_F.mp4
체험,직접 경험하는 것,2,NIA_SL_WORD0864_SYN02_F.mp4
체험담,직접 경험한 이야기,3,NIA_SL_WORD0865_SYN02_F.mp4
초대권,특정 행사에 초대하는 권리,3,NIA_SL_WORD0866_SYN02_F.mp4
초라,볼품없고 누추한 것,3,NIA_SL_WORD0867_SYN02_F.mp4
초면,처음 만나는 것,3,NIA_SL_WORD0868_SYN02_F.mp4
초산,처음 아이를 낳는 것,3,NIA_SL_WORD0869_SYN02_F.mp4
초혼,처음 결혼하는 것,3,NIA_SL_WORD0870_SYN02_F.mp4
촉진,일이 빨리 이루어지도록 돕는 것,3,NIA_SL_WORD0871_SYN02_F.mp4
총소리,총이 발사될 때 나는 소리,2,NIA_SL_WORD0873_SYN02_F.mp4
총회,모든 구성원이 참여하는 회의,3,NIA_SL_WORD0874_SYN02_F.mp4
추남,못생긴 남자,3,NIA_SL_WORD0875_SYN02_F.mp4
추녀,못생긴 여자,3,NIA_SL_WORD0876_SYN02_F.mp4
추수,가을에 곡식을 거두어들이는 것,3,NIA_SL_WORD0877_SYN02_F.mp4
출석,정해진 자리에 나타나는 것,2,NIA_SL_WORD0878_SYN02_F.mp4
격노,심하게 화를 내는 것,3,NIA_SL_WORD0879_SYN02_F.mp4
부추기다,남을 자극하여 어떤 행동을 하게 하다,3,NIA_SL_WORD0880_SYN02_F.mp4
풍성,넉넉하고 많은 것,3,NIA_SL_WORD0881_SYN02_F.mp4
충성,나라나 윗사람에게 진심으로 따르는 것,3,NIA_SL_WORD0882_SYN02_F.mp4
취객,술에 취한 사람,3,NIA_SL_WORD0883_SYN02_F.mp4
치과의사,이와 관련된 질환을 치료하는 의사,2,NIA_SL_WORD0884_SYN02_F.mp4
치료제,병을 치료하는 약,3,NIA_SL_WORD0885_SYN02_F.mp4
친자,직접 낳은 자녀,3,NIA_SL_WORD0886_SYN02_F.mp4
카지노,도박을 하는 오락 시설,2,NIA_SL_WORD0887_SYN02_F.mp4
칼,자르거나 베는 날이 있는 도구,1,NIA_SL_WORD0888_SYN02_F.mp4
칼슘,뼈와 이를 구성하는 무기질,3,NIA_SL_WORD0889_SYN02_F.mp4
코코아,카카오로 만든 음료,2,NIA_SL_WORD0890_SYN02_F.mp4
콩기름,콩에서 짜낸 식용유,2,NIA_SL_WORD0891_SYN02_F.mp4
콩밭,콩을 심어 기르는 밭,2,NIA_SL_WORD0892_SYN02_F.mp4
콩잎,콩 나무의 잎,2,NIA_SL_WORD0893_SYN02_F.mp4
군사혁명,군대가 주도하는 정치적 혁명,3,NIA_SL_WORD0894_SYN02_F.mp4
키다리,키가 매우 큰 사람,2,NIA_SL_WORD0895_SYN02_F.mp4
킬로그램,무게의 단위,2,NIA_SL_WORD0896_SYN02_F.mp4
킬로미터,거리의 단위,2,NIA_SL_WORD0897_SYN02_F.mp4
탁구공,탁구에 사용하는 작은 공,2,NIA_SL_WORD0898_SYN02_F.mp4
탈영,군인이 허락 없이 부대를 이탈하는 것,3,NIA_SL_WORD0899_SYN02_F.mp4
탈환,빼앗긴 것을 다시 찾는 것,3,NIA_SL_WORD0900_SYN02_F.mp4
독서광,책 읽기를 매우 좋아하는 사람,3,NIA_SL_WORD0901_SYN02_F.mp4
탐욕,지나치게 탐내는 욕심,3,NIA_SL_WORD0902_SYN02_F.mp4
총괄,전체를 묶어서 관리하는 것,3,NIA_SL_WORD0904_SYN02_F.mp4
바래다,색이 흐려지거나 사람을 배웅하다,2,NIA_SL_WORD0905_SYN02_F.mp4
수감,죄인을 감옥에 가두는 것,3,NIA_SL_WORD0906_SYN02_F.mp4
특권,특별히 주어지는 권리,3,NIA_SL_WORD0907_SYN02_F.mp4
특명,특별한 명령,3,NIA_SL_WORD0908_SYN02_F.mp4
특선,특별히 선발하거나 선정하는 것,3,NIA_SL_WORD0909_SYN02_F.mp4
막히다,길이나 통로가 통하지 않다,2,NIA_SL_WORD0910_SYN02_F.mp4
건성건성,정성 없이 대충 하는 모양,3,NIA_SL_WORD0911_SYN02_F.mp4
소심,겁이 많고 마음이 좁은 것,2,NIA_SL_WORD0913_SYN02_F.mp4
과시,자랑스럽게 내보이는 것,3,NIA_SL_WORD0916_SYN02_F.mp4
정성껏,정성을 다하여,3,NIA_SL_WORD0917_SYN02_F.mp4
적격,자격이나 조건에 맞는 것,3,NIA_SL_WORD0919_SYN02_F.mp4
불량,품질이 나쁘거나 행실이 좋지 않은 것,2,NIA_SL_WORD0927_SYN02_F.mp4
계기,어떤 일이 시작되는 기회나 원인,3,NIA_SL_WORD0928_SYN02_F.mp4
매일매일,하루도 빠짐없이 매일,1,NIA_SL_WORD0932_SYN02_F.mp4
순식간,[동음이의어] 아주 짧은 시간,2,NIA_SL_WORD0933_SYN02_F.mp4
촉박,시간이 매우 촉급한 것,3,NIA_SL_WORD0934_SYN02_F.mp4
더디다,속도가 느리다,3,NIA_SL_WORD0935_SYN02_F.mp4
혹시,만에 하나라는 뜻의 부사,1,NIA_SL_WORD0938_SYN02_F.mp4
밤샘,밤을 새우는 것,2,NIA_SL_WORD0939_SYN02_F.mp4
들어맞다,예상이나 짐작이 맞다,2,NIA_SL_WORD0940_SYN02_F.mp4
복귀,원래 자리나 상태로 돌아오는 것,3,NIA_SL_WORD0941_SYN02_F.mp4
학수고대,몹시 기다리는 것,3,NIA_SL_WORD0942_SYN02_F.mp4
가다,[동음이의어] 한 곳에서 다른 곳으로 움직이다,1,NIA_SL_WORD0943_SYN02_F.mp4
가다,[동음이의어] 한 곳에서 다른 곳으로 움직이다,1,NIA_SL_WORD0944_SYN02_F.mp4
지름길,목적지까지 가장 빠른 길,3,NIA_SL_WORD0945_SYN02_F.mp4
사라지다,보이지 않게 되거나 없어지다,2,NIA_SL_WORD0947_SYN02_F.mp4
가깝다,거리가 짧거나 관계가 친밀하다,1,NIA_SL_WORD0948_SYN02_F.mp4
멀다,거리가 길거나 관계가 멀다,1,NIA_SL_WORD0949_SYN02_F.mp4
오래도록,긴 시간 동안,2,NIA_SL_WORD0950_SYN02_F.mp4
진수성찬,매우 잘 차린 음식,3,NIA_SL_WORD0952_SYN02_F.mp4
입맛에맞지않다,음식이 자기 입맛에 맞지 않다,2,NIA_SL_WORD0954_SYN02_F.mp4
주정뱅이,술에 취해 행패를 부리는 사람,3,NIA_SL_WORD0956_SYN02_F.mp4
타이트하다,꼭 끼거나 여유가 없다,2,NIA_SL_WORD0957_SYN02_F.mp4
칩거,집에 틀어박혀 나오지 않는 것,3,NIA_SL_WORD0958_SYN02_F.mp4
대박,큰 성공이나 이득,2,NIA_SL_WORD0959_SYN02_F.mp4
저택,크고 화려한 집,3,NIA_SL_WORD0960_SYN02_F.mp4
궁핍하다,살림이 매우 가난하다,3,NIA_SL_WORD0961_SYN02_F.mp4
쓰다,글씨를 쓰거나 맛이 쓰다,1,NIA_SL_WORD0962_SYN02_F.mp4
옛것,오래된 것,2,NIA_SL_WORD0963_SYN02_F.mp4
수북하다,많이 쌓여 있다,3,NIA_SL_WORD0964_SYN02_F.mp4
회복,[동음이의어] 나빠진 상태가 다시 좋아짐,2,NIA_SL_WORD0965_SYN02_F.mp4
마르다,물기가 없어지거나 몸이 여위다,2,NIA_SL_WORD0969_SYN02_F.mp4
불면,잠을 자지 못하는 것,3,NIA_SL_WORD0970_SYN02_F.mp4
못견디다,고통이나 어려움을 참지 못하다,2,NIA_SL_WORD0973_SYN02_F.mp4
안심,마음을 놓고 편안히 여기는 것,2,NIA_SL_WORD0974_SYN02_F.mp4
유명무실,이름만 있고 실제는 없는 것,3,NIA_SL_WORD0977_SYN02_F.mp4
겹치다,두 가지 이상이 같은 곳에 포개지다,2,NIA_SL_WORD0979_SYN02_F.mp4
첩첩산중,산이 겹겹이 둘러싸인 곳,3,NIA_SL_WORD0980_SYN02_F.mp4
일자무식,글자를 전혀 모르는 것,3,NIA_SL_WORD0982_SYN02_F.mp4
일석이조,하나의 행동으로 두 가지 이익을 얻는 것,3,NIA_SL_WORD0984_SYN02_F.mp4
궁지,빠져나올 수 없는 어려운 상황,3,NIA_SL_WORD0986_SYN02_F.mp4
순식간,[동음이의어] 아주 짧은 시간,2,NIA_SL_WORD0988_SYN02_F.mp4
순식간,[동음이의어] 아주 짧은 시간,2,NIA_SL_WORD0989_SYN02_F.mp4
이미,이전에 벌써,1,NIA_SL_WORD0990_SYN02_F.mp4
공교롭다,우연히 어떤 일이 들어맞아 묘하다,3,NIA_SL_WORD0993_SYN02_F.mp4
남몰래,남이 모르게 몰래,3,NIA_SL_WORD0995_SYN02_F.mp4
근근이,겨우겨우 어렵게,3,NIA_SL_WORD0996_SYN02_F.mp4
얻어먹다,남에게서 얻어서 먹다,2,NIA_SL_WORD0998_SYN02_F.mp4
황소고집,[동음이의어] 매우 고집이 세고 완강한 것,3,NIA_SL_WORD0999_SYN02_F.mp4
속다,거짓에 넘어가다,2,NIA_SL_WORD1000_SYN02_F.mp4
한국농아인협회,한국 청각 장애인들의 권익을 위한 단체,2,NIA_SL_WORD1001_SYN02_F.mp4
서울특별시농아인협회,서울의 청각 장애인 단체,2,NIA_SL_WORD1003_SYN02_F.mp4
서울특별시수어통역센터,서울의 수어 통역 서비스 기관,2,NIA_SL_WORD1004_SYN02_F.mp4
서울시청,서울특별시의 행정 기관,2,NIA_SL_WORD1005_SYN02_F.mp4
강남구지부,강남구에 있는 단체의 지부,2,NIA_SL_WORD1006_SYN02_F.mp4
강남구수어통역센터,강남구의 수어 통역 서비스 기관,2,NIA_SL_WORD1007_SYN02_F.mp4
구로구지부,구로구에 있는 단체의 지부,2,NIA_SL_WORD1023_SYN02_F.mp4
구로구수어통역센터,구로구의 수어 통역 서비스 기관,2,NIA_SL_WORD1024_SYN02_F.mp4
구로구주민지원센터,구로구 주민을 지원하는 기관,2,NIA_SL_WORD1025_SYN02_F.mp4
도봉구지부,도봉구에 있는 단체의 지부,2,NIA_SL_WORD1031_SYN02_F.mp4
도봉구수어통역센터,도봉구의 수어 통역 서비스 기관,2,NIA_SL_WORD1032_SYN02_F.mp4
도봉구주민지원센터,도봉구 주민을 지원하는 기관,2,NIA_SL_WORD1033_SYN02_F.mp4
마포구지부,마포구에 있는 단체의 지부,2,NIA_SL_WORD1040_SYN02_F.mp4
마포구수어통역센터,마포구의 수어 통역 서비스 기관,2,NIA_SL_WORD1041_SYN02_F.mp4
마포구주민지원센터,마포구 주민을 지원하는 기관,2,NIA_SL_WORD1042_SYN02_F.mp4
서초구지부,서초구에 있는 단체의 지부,2,NIA_SL_WORD1046_SYN02_F.mp4
서초구수어통역센터,서초구의 수어 통역 서비스 기관,2,NIA_SL_WORD1047_SYN02_F.mp4
서초구주민지원센터,서초구 주민을 지원하는 기관,2,NIA_SL_WORD1048_SYN02_F.mp4
송파구지부,송파구에 있는 단체의 지부,2,NIA_SL_WORD1055_SYN02_F.mp4
송파구수어통역센터,송파구의 수어 통역 서비스 기관,2,NIA_SL_WORD1056_SYN02_F.mp4
송파구주민지원센터,송파구 주민을 지원하는 기관,2,NIA_SL_WORD1057_SYN02_F.mp4
용산구지부,용산구에 있는 단체의 지부,2,NIA_SL_WORD1064_SYN02_F.mp4
용산구수어통역센터,용산구의 수어 통역 서비스 기관,2,NIA_SL_WORD1065_SYN02_F.mp4
용산구주민지원센터,용산구 주민을 지원하는 기관,2,NIA_SL_WORD1066_SYN02_F.mp4
은평구지부,은평구에 있는 단체의 지부,2,NIA_SL_WORD1067_SYN02_F.mp4
은평구수어통역센터,은평구의 수어 통역 서비스 기관,2,NIA_SL_WORD1068_SYN02_F.mp4
은평구주민지원센터,은평구 주민을 지원하는 기관,2,NIA_SL_WORD1069_SYN02_F.mp4
종로구지부,종로구에 있는 단체의 지부,2,NIA_SL_WORD1070_SYN02_F.mp4
종로구수어통역센터,종로구의 수어 통역 서비스 기관,2,NIA_SL_WORD1071_SYN02_F.mp4
종로구주민지원센터,종로구 주민을 지원하는 기관,2,NIA_SL_WORD1072_SYN02_F.mp4
부산광역시농아인협회,부산의 청각 장애인 단체,2,NIA_SL_WORD1079_SYN02_F.mp4
북구지부,북구에 있는 단체의 지부,2,NIA_SL_WORD1083_SYN02_F.mp4
북구수어통역센터,북구의 수어 통역 서비스 기관,2,NIA_SL_WORD1084_SYN02_F.mp4
북구주민지원센터,북구 주민을 지원하는 기관,2,NIA_SL_WORD1085_SYN02_F.mp4
어쩔 수 없다,달리 방법이 없다,2,NIA_SL_WORD1095_SYN02_F.mp4
모르다,알지 못하다,1,NIA_SL_WORD1096_SYN02_F.mp4
불가능,할 수 없는 것,2,NIA_SL_WORD1097_SYN02_F.mp4
대구광역시농아인협회,대구의 청각 장애인 단체,2,NIA_SL_WORD1098_SYN02_F.mp4
달서구지부,달서구에 있는 단체의 지부,2,NIA_SL_WORD1099_SYN02_F.mp4
달서구수어통역센터,달서구의 수어 통역 서비스 기관,2,NIA_SL_WORD1100_SYN02_F.mp4
가렵다,피부가 긁고 싶은 느낌이 나다,2,NIA_SL_WORD1101_SYN02_F.mp4
답답,막히거나 속이 시원하지 않은 느낌,2,NIA_SL_WORD1102_SYN02_F.mp4
설거지,먹고 난 그릇을 씻는 일,1,NIA_SL_WORD1103_SYN02_F.mp4
남자,성별이 남성인 사람,1,NIA_SL_WORD1104_SYN02_F.mp4
마음,생각이나 감정이 자리하는 곳,1,NIA_SL_WORD1105_SYN02_F.mp4
잊다,기억에서 사라지게 하다,1,NIA_SL_WORD1106_SYN02_F.mp4
충분,모자람 없이 넉넉한 것,2,NIA_SL_WORD1107_SYN02_F.mp4
미남,외모가 잘생긴 남자,2,NIA_SL_WORD1108_SYN02_F.mp4
한명,한 사람,1,NIA_SL_WORD1109_SYN02_F.mp4
급하다,[동음이의어] 시간이 촉박하거나 성격이 급하다,2,NIA_SL_WORD1111_SYN02_F.mp4
던지다,손으로 물건을 공중에 날리다,2,NIA_SL_WORD1112_SYN02_F.mp4
미녀,외모가 아름다운 여자,2,NIA_SL_WORD1113_SYN02_F.mp4
쌍둥이,한 번에 태어난 두 명의 자녀,2,NIA_SL_WORD1114_SYN02_F.mp4
건강,몸이 이상 없이 정상적인 상태,1,NIA_SL_WORD1115_SYN02_F.mp4
어리석다,판단력이 부족하고 미련하다,2,NIA_SL_WORD1116_SYN02_F.mp4
나이,태어난 때부터 지금까지의 햇수,1,NIA_SL_WORD1117_SYN02_F.mp4
달래다,화나거나 슬픈 사람을 위로하다,2,NIA_SL_WORD1118_SYN02_F.mp4
집중,한 곳에 모으거나 정신을 쏟는 것,2,NIA_SL_WORD1119_SYN02_F.mp4
자랑,자신의 좋은 점을 드러내는 것,2,NIA_SL_WORD1120_SYN02_F.mp4
흰,눈이나 우유처럼 하얀색의,1,NIA_SL_WORD1121_SYN02_F.mp4
기막히다,너무 어이없거나 대단하다,3,NIA_SL_WORD1122_SYN02_F.mp4
불안,마음이 편하지 않고 걱정되는 것,2,NIA_SL_WORD1123_SYN02_F.mp4
자존심,자신의 품위를 지키려는 마음,2,NIA_SL_WORD1125_SYN02_F.mp4
배려,남을 위해 마음을 쓰는 것,2,NIA_SL_WORD1126_SYN02_F.mp4
기분,마음의 상태나 느낌,1,NIA_SL_WORD1127_SYN02_F.mp4
당황,갑작스러운 일에 어찌할 바를 모르는 것,2,NIA_SL_WORD1128_SYN02_F.mp4
